Dates,EURUSD,EURGBP,EURJPY,EURCHF,EURSEK,EURDKK,EURAUD,EURCAD,USDGBP,USDJPY,USDCHF,USDSEK,USDDKK,USDAUD,USDCAD,GBPUSD,GBPJPY,GBPCHF,GBPSEK,GBPDKK,GBPAUD,GBPCAD,JPYUSD,JPYGBP,JPYCHF,JPYSEK,JPYDKK,JPYAUD,JPYCAD,SEKUSD,SEKGBP,SEKJPY,SEKCHF,SEKDKK,SEKAUD,SEKCAD,DKKUSD,DKKGBP,DKKJPY,DKKCHF,DKKSEK,DKKAUD,DKKCAD,AUDUSD,AUDGBP,AUDJPY,AUDCHF,AUDSEK,AUDDKK,AUDCAD,CADUSD,CADGBP,CADJPY,CADCHF,CADSEK,CADDKK,CADAUD
2006-01-09,1.2075502,0.6845916,138.02902,1.5428264,9.312507,7.4589167,1.6069607,1.4132563,0.566926,114.305,1.27765,7.7119,6.1769,1.330761,1.17035,1.7638986,201.62244,2.253645,13.60301,10.895425,2.3473275,2.0643787,0.008748524,0.004959766,0.011177552,0.06746774,0.054038756,0.011642194,0.010238835,0.12966973,0.07351314,14.821898,0.16567253,0.8009569,0.17255941,0.15175895,0.1618935,0.09178164,18.505238,0.20684323,1.2485065,0.21544155,0.18947205,0.75144976,0.42601642,85.89446,0.9600898,5.7951055,4.64163,0.8794592,0.8544453,0.48440725,97.667366,1.091682,6.589397,5.277823,1.1370624
2006-01-10,1.2069496,0.68384314,138.17763,1.5444127,9.35929,7.458586,1.608194,1.4061567,0.566588,114.485,1.2796,7.7545,6.1797,1.332445,1.16505,1.764951,202.06041,2.2584314,13.686313,10.906867,2.3517,2.0562563,0.008734768,0.004949015,0.01117701,0.06773376,0.053978246,0.011638599,0.010176442,0.12895738,0.0730657,14.763685,0.16501386,0.79691786,0.17182861,0.15024179,0.16182016,0.091685355,18.52598,0.20706508,1.2548344,0.21561646,0.18852858,0.7505,0.4252243,85.921,0.96033984,5.819752,4.637865,0.8743701,0.8583322,0.48632073,98.26617,1.0983219,6.655937,5.3042355,1.1436805
2006-01-11,1.2098496,0.68718004,138.21927,1.5469742,9.34875,7.4590855,1.6046815,1.4048169,0.567988,114.245,1.27865,7.7272,6.1653,1.326348,1.16115,1.7606007,201.13983,2.251192,13.604514,10.854631,2.335169,2.0443215,0.008753118,0.004971666,0.011192175,0.06763709,0.0539656,0.01160968,0.010163683,0.12941298,0.073505014,14.784786,0.16547391,0.7978698,0.17164664,0.15026788,0.16219811,0.09212658,18.530323,0.20739463,1.2533373,0.21513113,0.18833633,0.75395,0.42823455,86.13502,0.9640382,5.8259225,4.648328,0.875449,0.8612152,0.48915985,98.38953,1.1011928,6.654782,5.30965,1.1422709
2006-01-12,1.2038504,0.68328744,137.38942,1.5475497,9.315695,7.460501,1.6016097,1.4005597,0.567585,114.125,1.2855,7.73825,6.1972,1.330406,1.1634,1.7618507,201.07121,2.2648592,13.633641,10.918541,2.3439767,2.0497372,0.008762322,0.004973363,0.011263966,0.06780504,0.05430186,0.011657446,0.010194087,0.12922819,0.07334798,14.748167,0.16612284,0.8008529,0.17192595,0.15034409,0.1613632,0.09158733,18.415575,0.2074324,1.2486688,0.21467856,0.18772995,0.7516503,0.4266254,85.78209,0.9662465,5.8164577,4.658127,0.87447,0.8595496,0.48786744,98.0961,1.104951,6.651409,5.3268003,1.1435499
2006-01-13,1.2075502,0.68211615,138.12563,1.5494076,9.313955,7.4597616,1.6052507,1.402811,0.564876,114.385,1.2831,7.7131,6.1776,1.329345,1.1617,1.7702999,202.49576,2.2714717,13.6545,10.936205,2.3533392,2.0565574,0.008742405,0.004938375,0.01121738,0.06743105,0.05400708,0.011621673,0.010156052,0.12964956,0.07323593,14.829966,0.16635336,0.8009231,0.172349,0.1506139,0.16187516,0.091439396,18.51609,0.20770201,1.2485592,0.21518794,0.18805037,0.7522502,0.4249281,86.04614,0.9652122,5.802181,4.647101,0.873889,0.8608074,0.48624948,98.463455,1.104502,6.6394935,5.3177238,1.14431
2006-01-16,1.2120507,0.6859564,139.30704,1.5513643,9.342244,7.4616265,1.608241,1.4044031,0.565947,114.935,1.27995,7.7078,6.1562,1.326876,1.1587,1.7669499,203.08438,2.2616076,13.619296,10.877697,2.3445234,2.0473647,0.00870057,0.004924062,0.011136295,0.06706225,0.053562447,0.011544578,0.010081351,0.1297387,0.073425226,14.911517,0.16605906,0.7986974,0.17214718,0.15032823,0.16243787,0.091931224,18.669796,0.20791236,1.2520386,0.21553493,0.18821676,0.7536499,0.4265259,86.62075,0.9646342,5.8089824,4.6396194,0.8732541,0.86303616,0.4884327,99.19306,1.1046431,6.65211,5.313023,1.145142
2006-01-17,1.2065506,0.68575394,139.78493,1.5499952,9.305702,7.4616103,1.6061637,1.4058125,0.568359,115.855,1.28465,7.71265,6.18425,1.331203,1.16515,1.7594513,203.84123,2.260279,13.570031,10.880886,2.3421867,2.0500247,0.008631479,0.004905779,0.011088429,0.06657158,0.053379223,0.011490251,0.010056968,0.12965712,0.07369179,15.021426,0.16656402,0.801832,0.17259994,0.15107,0.1617011,0.091904275,18.733881,0.20772931,1.247144,0.21525699,0.18840604,0.75120026,0.42695144,87.03031,0.96502936,5.7937446,4.6456103,0.875261,0.85825855,0.487799,99.43355,1.1025618,6.6194477,5.3076854,1.1425164
2006-01-18,1.2100501,0.68645537,139.46432,1.5489247,9.326763,7.461108,1.6171739,1.4184812,0.567295,115.255,1.28005,7.70775,6.16595,1.336452,1.17225,1.7627512,203.1659,2.25641,13.586845,10.869036,2.3558323,2.0663853,0.008676413,0.004922086,0.011106243,0.06687562,0.05349833,0.011595611,0.010170926,0.12973955,0.073600605,14.953132,0.16607311,0.7999676,0.17339069,0.1520872,0.16218102,0.092004485,18.692173,0.20759982,1.2500508,0.21674715,0.1901167,0.7482498,0.4244784,86.23953,0.9577972,5.7673225,4.613671,0.8771359,0.8530603,0.48393685,98.319466,1.0919598,6.5751753,5.2599273,1.1400741
2006-01-19,1.2115499,0.68750125,139.39487,1.5525407,9.342504,7.462299,1.6226481,1.4169681,0.567456,115.055,1.28145,7.7112,6.1593,1.339316,1.16955,1.7622511,202.7558,2.258237,13.589071,10.854233,2.3602111,2.0610406,0.008691495,0.004932041,0.011137717,0.06702186,0.053533524,0.011640659,0.010165138,0.1296815,0.07358854,14.920505,0.16618036,0.79874724,0.17368451,0.151669,0.16235611,0.092129946,18.679882,0.20805123,1.2519605,0.21744613,0.18988357,0.7466498,0.42369092,85.90579,0.95679444,5.757566,4.59884,0.8732442,0.85502976,0.48519176,98.37545,1.095678,6.5933056,5.2663846,1.1451551
2006-01-20,1.2094004,0.68608683,139.49223,1.552326,9.304703,7.462001,1.6178186,1.3936526,0.567295,115.34,1.28355,7.69365,6.17,1.337703,1.15235,1.7627512,203.31572,2.2625794,13.561991,10.876175,2.3580375,2.0313063,0.008670019,0.004918458,0.011128403,0.06670409,0.053494018,0.01159791,0.009990896,0.12997732,0.07373548,14.991583,0.16683239,0.80196005,0.17387104,0.14977935,0.16207455,0.09194408,18.693678,0.20803079,1.2469448,0.21680762,0.1867666,0.7475501,0.42408141,86.22242,0.9595179,5.7513885,4.612384,0.8614393,0.86779195,0.49229404,100.09112,1.1138544,6.6764874,5.354276,1.1608479
2006-01-23,1.2282507,0.687942,140.78824,1.5473503,9.258492,7.4607024,1.6323354,1.4126111,0.560099,114.625,1.2598,7.53795,6.07425,1.328992,1.1501,1.7853986,204.65132,2.2492452,13.458245,10.844958,2.3727806,2.053387,0.0087241,0.00488636,0.010990621,0.06576183,0.052992366,0.011594259,0.010033587,0.13266206,0.07430389,15.206388,0.16712765,0.80582255,0.17630681,0.15257463,0.16462937,0.09220874,18.870642,0.20740007,1.240968,0.21879111,0.18934023,0.75245,0.4214465,86.24958,0.9479365,5.6719303,4.5705695,0.86539274,0.8694896,0.48700026,99.665245,1.0953829,6.554169,5.2814975,1.1555448
2006-01-24,1.2275497,0.68785745,140.73242,1.5478787,9.276899,7.4608626,1.6360782,1.419784,0.56035,114.645,1.26095,7.55725,6.07785,1.3328,1.1566,1.784599,204.59534,2.25029,13.48666,10.846524,2.3785136,2.0640671,0.008722579,0.004887697,0.010998736,0.065918714,0.053014528,0.011625454,0.010088535,0.13232327,0.07414734,15.1702,0.16685301,0.80424094,0.17636046,0.15304509,0.16453187,0.09219544,18.862757,0.20746645,1.2434084,0.21928808,0.19029756,0.7503001,0.42043066,86.01815,0.9460909,5.6702056,4.560211,0.8677971,0.86460316,0.48448038,99.12243,1.0902213,6.5340223,5.254928,1.1523432
2006-01-25,1.2263498,0.68614644,141.96838,1.5473468,9.264338,7.4625225,1.6301341,1.4093826,0.559503,115.765,1.26175,7.5544,6.08515,1.329257,1.14925,1.7873005,206.90685,2.2551262,13.501983,10.875991,2.3757818,2.0540552,0.008638189,0.004833093,0.010899236,0.065256335,0.052564673,0.011482374,0.00992744,0.13237318,0.0740632,15.324182,0.16702186,0.80551064,0.17595798,0.15212989,0.16433449,0.09194564,19.024181,0.20734905,1.2414485,0.21844277,0.18886141,0.75229996,0.4209141,87.090004,0.94921446,5.6831746,4.577858,0.86458075,0.8701327,0.48684186,100.73091,1.0978899,6.5733304,5.2948875,1.1566299
2006-01-26,1.2249002,0.6853929,142.21704,1.5508462,9.249712,7.463134,1.6235673,1.4072266,0.55955,116.105,1.2661,7.5514,6.09285,1.325469,1.14885,1.7871504,207.4971,2.2627113,13.495488,10.88884,2.3688126,2.0531676,0.008612894,0.004819344,0.010904785,0.065039404,0.05247707,0.011416123,0.009894922,0.13242577,0.07409884,15.375295,0.16766427,0.8068504,0.17552626,0.15213734,0.1641268,0.091837145,19.055943,0.20780095,1.2393872,0.21754499,0.18855707,0.7544499,0.42215243,87.595406,0.9552091,5.697153,4.5967503,0.86674976,0.87043566,0.48705226,101.061935,1.1020586,6.573008,5.303434,1.1537355
2006-01-27,1.2136496,0.6846137,141.9424,1.5510442,9.248556,7.4629135,1.6161529,1.3933911,0.564095,116.955,1.278,7.62045,6.14915,1.331647,1.1481,1.772751,207.33209,2.2655756,13.50916,10.900911,2.3606787,2.0352955,0.008550297,0.00482318,0.010927279,0.06515711,0.052577056,0.011385977,0.009816595,0.13122584,0.07402384,15.347518,0.16770662,0.8069274,0.1747465,0.1506604,0.1626241,0.091735445,19.019703,0.2078336,1.2392689,0.2165579,0.18670873,0.75094974,0.42360702,87.82733,0.95971376,5.722575,4.6177025,0.8621654,0.8710043,0.4913292,101.86831,1.1131434,6.6374445,5.355936,1.1598703
2006-01-30,1.2083497,0.68333983,142.16838,1.555146,9.237471,7.4639764,1.6139297,1.3842853,0.565515,117.655,1.287,7.6447,6.177,1.335648,1.1456,1.7682997,208.0493,2.2758017,13.518121,10.922788,2.361826,2.025764,0.008499427,0.004806553,0.010938762,0.06497557,0.05250096,0.011352242,0.009736943,0.13080958,0.07397477,15.390401,0.16835192,0.80801076,0.17471553,0.14985545,0.16189088,0.09155172,19.047272,0.20835355,1.2376072,0.21622922,0.18546219,0.74870026,0.4234012,88.088326,0.9635772,5.723589,4.6247215,0.857711,0.8729051,0.4936409,102.701645,1.1234288,6.6730976,5.391935,1.1658939
2006-01-31,1.2142996,0.68320745,142.15198,1.5556393,9.247012,7.464178,1.6052604,1.3883088,0.562635,117.065,1.2811,7.6151,6.1469,1.321964,1.1433,1.7773511,208.06561,2.2769647,13.534706,10.9252,2.3495944,2.0320456,0.008542263,0.004806176,0.010943494,0.065050185,0.052508436,0.011292565,0.00976637,0.13131805,0.07388413,15.372747,0.16823156,0.80719894,0.17359774,0.15013593,0.16268362,0.0915315,19.044558,0.20841399,1.238852,0.21506189,0.18599619,0.75645024,0.4256054,88.55385,0.96908844,5.760444,4.649824,0.8648496,0.874661,0.4921149,102.3922,1.1205282,6.660631,5.376454,1.1562704
2006-02-01,1.2099507,0.679881,142.51405,1.5536371,9.248621,7.464791,1.6020533,1.3806142,0.561908,117.785,1.28405,7.6438,6.1695,1.324065,1.14105,1.7796507,209.61617,2.2851605,13.603293,10.979555,2.356373,2.0306704,0.008490046,0.004770625,0.010901643,0.06489621,0.052379336,0.011241372,0.009687566,0.13082498,0.07351161,15.409221,0.16798581,0.80712473,0.17322078,0.14927785,0.1620877,0.09107837,19.0915,0.2081287,1.2389659,0.21461464,0.18495016,0.75525,0.42438102,88.95712,0.9697787,5.7729797,4.6595144,0.86177796,0.8763858,0.4924482,103.225105,1.1253232,6.698918,5.4068623,1.1603918
2006-02-02,1.2087499,0.6794927,143.1583,1.5546336,9.291237,7.465602,1.603223,1.3826286,0.562145,118.435,1.28615,7.68665,6.1763,1.326348,1.14385,1.7789005,210.68408,2.2879329,13.673785,10.987023,2.359441,2.0347953,0.008443451,0.004746444,0.010859543,0.06490185,0.052149285,0.011198954,0.009658041,0.13009569,0.07313264,15.407883,0.16732258,0.80351,0.17255215,0.14880995,0.16190924,0.091016464,19.17572,0.20823956,1.2445396,0.21474798,0.18519987,0.75395,0.42382923,89.29407,0.96969277,5.7953496,4.6566215,0.86240566,0.8742405,0.49144992,103.54067,1.1244044,6.7199807,5.399572,1.1595471
2006-02-03,1.2000495,0.68176854,142.97989,1.5550241,9.279503,7.465748,1.6048802,1.3768169,0.568117,119.145,1.2958,7.7326,6.2212,1.337345,1.1473,1.7602007,209.71912,2.280868,13.610929,10.950561,2.3539956,2.0194783,0.008393135,0.004768283,0.010875824,0.064900756,0.05221537,0.011224517,0.009629443,0.1293226,0.07347037,15.408141,0.16757622,0.80454177,0.17294894,0.14837183,0.16074069,0.091319524,19.15145,0.20828778,1.2429435,0.21496576,0.1844178,0.7477502,0.42480963,89.0907,0.9689347,5.7820535,4.6519036,0.8578938,0.8716116,0.4951774,103.84816,1.1294342,6.739824,5.42247,1.1656454
2006-02-06,1.1979003,0.6843185,142.31654,1.5563719,9.308285,7.4669914,1.612139,1.3728536,0.571265,118.805,1.29925,7.7705,6.2334,1.345804,1.14605,1.7505012,207.96829,2.2743387,13.602269,10.911573,2.3558314,2.0061617,0.008417154,0.004808425,0.010935987,0.065405495,0.052467484,0.011327839,0.009646479,0.12869184,0.073517144,15.289234,0.16720288,0.8021877,0.17319399,0.14748728,0.1604261,0.09164581,19.059422,0.2084336,1.246591,0.21590208,0.18385632,0.7430503,0.4244786,88.27809,0.9654081,5.7738724,4.6317296,0.85157275,0.8725623,0.4984643,103.664764,1.1336765,6.7802453,5.4390297,1.1742978
2006-02-07,1.19525,0.6865707,141.10524,1.555857,9.302273,7.468341,1.612262,1.3756729,0.574416,118.055,1.3017,7.7827,6.24835,1.348891,1.15095,1.7408986,205.52179,2.2661278,13.548892,10.877744,2.3482826,2.0036871,0.008470628,0.004865665,0.011026217,0.06592436,0.052927453,0.011425954,0.009749269,0.1284901,0.07380677,15.1689,0.16725557,0.80285114,0.17331915,0.14788568,0.16004224,0.09193082,18.893787,0.20832698,1.2455608,0.21587954,0.18420061,0.74134976,0.42584315,87.52004,0.965015,5.769703,4.6322126,0.85325646,0.8688475,0.49907988,102.57179,1.1309788,6.7619796,5.4288635,1.1719806
2006-02-08,1.1950501,0.6862384,141.70306,1.5542225,9.2627735,7.4671516,1.6165706,1.3783708,0.574234,118.575,1.30055,7.75095,6.2484,1.352722,1.1534,1.7414503,206.49246,2.2648432,13.497894,10.881278,2.3556983,2.0085888,0.008433481,0.004842791,0.010968164,0.06536749,0.052695762,0.011408156,0.009727176,0.12901644,0.07408563,15.298124,0.16779234,0.8061464,0.17452338,0.14880756,0.16004096,0.09190096,18.976856,0.20814127,1.2404695,0.21649094,0.18459123,0.7392502,0.42450258,87.656586,0.9614318,5.7298913,4.619131,0.8526511,0.86700195,0.497862,102.804756,1.1275793,6.7200885,5.417375,1.1728127
2006-02-09,1.1951501,0.68716353,141.70895,1.5565635,9.2664175,7.465625,1.615941,1.3695226,0.57496,118.57,1.3024,7.75335,6.2466,1.352082,1.1459,1.7392515,206.22305,2.265201,13.485025,10.8644085,2.3516107,1.9930083,0.008433837,0.004849119,0.010984229,0.06539048,0.052682806,0.011403238,0.009664333,0.12897651,0.07415633,15.292745,0.167979,0.80566466,0.17438681,0.14779419,0.16008708,0.09204367,18.981525,0.2084974,1.2412112,0.21645086,0.18344378,0.7396001,0.4252405,87.69439,0.96325517,5.7343783,4.619986,0.8475078,0.8726765,0.50175405,103.47325,1.1365739,6.766166,5.451261,1.1799302
2006-02-10,1.1911498,0.6826468,140.1507,1.5552248,9.281499,7.4652934,1.6139152,1.3749442,0.573099,117.66,1.30565,7.79205,6.2673,1.354922,1.1543,1.7448992,205.30484,2.2782276,13.596341,10.935806,2.3642023,2.014137,0.008499065,0.004870805,0.011096804,0.066225134,0.053266186,0.01151557,0.00981047,0.12833594,0.0735492,15.100007,0.16756181,0.80431986,0.1738852,0.14813817,0.15955834,0.09144273,18.773636,0.20832735,1.2432866,0.21618912,0.18417819,0.73804986,0.42297566,86.83895,0.9636348,5.7509212,4.62558,0.8519309,0.8663259,0.49649054,101.93191,1.1311184,6.750455,5.4295244,1.173804
2006-02-13,1.1906505,0.6831238,140.26457,1.5561206,9.347976,7.4649615,1.6097487,1.3757967,0.57374,117.805,1.30695,7.85115,6.26965,1.351991,1.1555,1.7429497,205.32819,2.2779481,13.68416,10.927685,2.3564525,2.0139785,0.008488604,0.004870252,0.011094181,0.0666453,0.053220574,0.011476517,0.009808582,0.12736988,0.073077194,15.004808,0.16646606,0.79856455,0.17220294,0.14717591,0.15949854,0.0915107,18.789726,0.20845662,1.252247,0.2156406,0.18430057,0.7396499,0.42436674,87.13445,0.9666854,5.807102,4.637346,0.8546655,0.8654262,0.4965296,101.95153,1.1310687,6.794591,5.425919,1.1700485
2006-02-14,1.1873494,0.6867463,139.44826,1.5583369,9.332389,7.4656973,1.6085474,1.371626,0.578386,117.445,1.31245,7.85985,6.2877,1.354738,1.1552,1.7289492,203.05644,2.2691596,13.589281,10.871114,2.3422732,1.9972821,0.008514624,0.004924739,0.011175019,0.06692367,0.053537402,0.011535085,0.009836094,0.12722889,0.07358741,14.942396,0.16698156,0.79997706,0.1723618,0.14697482,0.15904066,0.091986895,18.67853,0.20873292,1.2500358,0.21545842,0.18372378,0.7381501,0.4269357,86.69204,0.96878517,5.801749,4.641267,0.852711,0.86565095,0.5006804,101.666374,1.1361237,6.8038864,5.4429536,1.1727302
2006-02-15,1.1898501,0.6823124,139.78954,1.5578706,9.325272,7.466071,1.6038953,1.3724921,0.573444,117.485,1.3093,7.83735,6.2748,1.347981,1.1535,1.7438494,204.87614,2.283222,13.667158,10.942306,2.3506758,2.0115302,0.008511725,0.004880998,0.011144401,0.06670937,0.05340937,0.011473644,0.009818275,0.12759414,0.0731681,14.990398,0.167059,0.8006277,0.17199448,0.14717984,0.15936764,0.09138842,18.723307,0.20866004,1.24902,0.21482454,0.18383056,0.74185026,0.4254096,87.15628,0.9713045,5.81414,4.654962,0.8557242,0.8669268,0.49713397,101.85089,1.1350672,6.794409,5.439792,1.1686008
2006-02-16,1.1884502,0.68490624,140.0648,1.5587119,9.3843,7.466379,1.6120044,1.3777109,0.576302,117.855,1.31155,7.89625,6.28245,1.356392,1.15925,1.7352014,204.50217,2.2758033,13.701583,10.901316,2.3536134,2.0115323,0.008485002,0.004889924,0.011128505,0.066999696,0.053306606,0.01150899,0.009836239,0.12664239,0.07298426,14.92544,0.16609783,0.7956245,0.17177673,0.14681019,0.15917356,0.09173204,18.759401,0.20876409,1.2568742,0.21590175,0.18452196,0.73725,0.42487863,86.888596,0.9669402,5.82151,4.6317363,0.85465705,0.8626267,0.49713346,101.66487,1.131378,6.811516,5.4194093,1.1700599
2006-02-17,1.1921495,0.68492687,141.22203,1.5638617,9.365049,7.4656577,1.6150502,1.372343,0.574531,118.46,1.3118,7.8556,6.26235,1.354738,1.15115,1.74055,206.18556,2.2832534,13.673064,10.899934,2.3579893,2.0036342,0.008441668,0.00485,0.01107378,0.06631437,0.052864682,0.011436248,0.009717626,0.12729773,0.07313649,15.079689,0.16698916,0.7971829,0.17245507,0.14653878,0.15968446,0.09174368,18.916222,0.20947409,1.2544173,0.21633062,0.18382077,0.7381501,0.42409015,87.44126,0.96830535,5.798612,4.6225543,0.8497215,0.8686965,0.4990931,102.905785,1.139556,6.8241324,5.4400816,1.1768562
2006-02-20,1.1946504,0.6846924,141.28532,1.5606315,9.356442,7.462563,1.6111271,1.3721157,0.573132,118.265,1.30635,7.83195,6.24665,1.348618,1.14855,1.7447988,206.34863,2.2793179,13.665177,10.899148,2.3530672,2.0039887,0.008455587,0.004846167,0.011045955,0.06622373,0.05281909,0.011403357,0.009711664,0.12768212,0.07317871,15.100326,0.16679753,0.79758555,0.1721944,0.1466493,0.1600858,0.09175029,18.932547,0.20912808,1.253784,0.2158946,0.18386655,0.7414998,0.42497724,87.693474,0.9686582,5.8073893,4.63189,0.8516496,0.870663,0.4990048,102.968956,1.1373906,6.8189893,5.438727,1.1741918
2006-02-21,1.1899506,0.6828793,141.55057,1.5583593,9.380619,7.4627156,1.6103268,1.3637428,0.573872,118.955,1.3096,7.8832,6.27145,1.353272,1.14605,1.7425488,207.2849,2.282042,13.736861,10.928308,2.3581424,1.997048,0.00840654,0.004824278,0.011009205,0.06627044,0.0527212,0.011376335,0.009634315,0.12685204,0.07279684,15.0896845,0.16612543,0.7955462,0.1716653,0.14537877,0.15945275,0.091505475,18.967703,0.20881933,1.256998,0.21578294,0.18274082,0.7389498,0.4240626,87.90177,0.9677286,5.825289,4.6342864,0.8468734,0.8725623,0.5007391,103.79565,1.1427076,6.878583,5.472231,1.180814
2006-02-22,1.18775,0.6825952,140.8612,1.5616537,9.376395,7.4621577,1.6156572,1.3643684,0.574696,118.595,1.3148,7.89425,6.2826,1.360267,1.1487,1.7400504,206.36128,2.2878184,13.736393,10.932041,2.3669333,1.998796,0.008432059,0.00484587,0.01108647,0.066564776,0.052975252,0.011469851,0.009685906,0.12667447,0.07279931,15.02296,0.1665516,0.79584503,0.17231111,0.14551097,0.15916978,0.091474235,18.87674,0.20927642,1.256526,0.21651341,0.18283832,0.73514974,0.42248762,87.18508,0.9665749,5.803456,4.618652,0.8444665,0.8705493,0.50030124,103.2428,1.1445982,6.872334,5.469313,1.1841795
2006-02-23,1.1921495,0.68081987,139.63051,1.5599873,9.4056425,7.461306,1.6133025,1.3731774,0.571086,117.125,1.30855,7.88965,6.2587,1.353272,1.15185,1.7510498,205.0917,2.291336,13.815169,10.959295,2.3696465,2.0169466,0.008537887,0.004875868,0.011172252,0.06736094,0.05343607,0.011554083,0.009834365,0.12674834,0.0723842,14.845399,0.16585654,0.7932798,0.17152497,0.14599507,0.1597776,0.09124675,18.713951,0.20907697,1.2605892,0.21622254,0.18403982,0.7389498,0.42200387,86.54949,0.96695274,5.830055,4.624865,0.8511593,0.8681686,0.49579892,101.68425,1.136042,6.8495464,5.4336066,1.1748682
2006-02-24,1.1868507,0.68041676,138.71317,1.5633197,9.409115,7.459831,1.605371,1.3687356,0.573296,116.875,1.3172,7.9278,6.2854,1.352631,1.15325,1.7442997,203.86502,2.2975914,13.828459,10.963621,2.3593938,2.0116136,0.00855615,0.004905207,0.01127016,0.06783145,0.053778823,0.011573314,0.009867379,0.12613839,0.072314635,14.742424,0.16614948,0.7928302,0.1706187,0.1454691,0.15909886,0.091210745,18.594679,0.20956501,1.261304,0.21520205,0.18348075,0.73929995,0.42383772,86.405685,0.97380584,5.8610225,4.6467957,0.85259765,0.86711466,0.49711338,101.344025,1.1421634,6.874312,5.4501624,1.1728861
2006-02-27,1.1857501,0.6816024,137.57666,1.565783,9.446516,7.460325,1.606599,1.354423,0.574828,116.025,1.3205,7.9667,6.29165,1.354922,1.14225,1.7396507,201.84297,2.2972088,13.859276,10.945273,2.3570912,1.987116,0.008618832,0.004954346,0.011381167,0.06866365,0.05422667,0.011677845,0.00984486,0.12552248,0.07215384,14.5637455,0.16575244,0.7897435,0.17007318,0.14337805,0.15894082,0.09136364,18.441109,0.20988137,1.2662338,0.21535243,0.18155015,0.73804986,0.42425174,85.63224,0.97459483,5.879822,4.6435513,0.8430374,0.87546515,0.5032419,101.57584,1.1560518,6.9745684,5.50812,1.186187
2006-02-28,1.1922504,0.6808,138.09239,1.5638152,9.4405365,7.461699,1.6049681,1.3567213,0.571021,115.825,1.31165,7.91825,6.2585,1.346167,1.13795,1.7512491,202.83842,2.297026,13.866828,10.960193,2.3574736,1.9928337,0.008633715,0.004930033,0.011324413,0.06836391,0.054034106,0.011622422,0.009824736,0.12629053,0.07211455,14.627601,0.16564898,0.7903893,0.17000814,0.1437123,0.1597827,0.09123927,18.50683,0.20957898,1.2651993,0.21509418,0.1818247,0.7428499,0.4241829,86.04059,0.9743591,5.882071,4.649126,0.845326,0.8787733,0.50179803,101.78391,1.152643,6.9583464,5.4998026,1.1829755
2006-03-01,1.1931494,0.6806715,138.36954,1.5641593,9.443897,7.4604053,1.6029414,1.3563126,0.570483,115.97,1.31095,7.9151,6.2527,1.343454,1.13675,1.7529005,203.28387,2.297965,13.874383,10.960361,2.3549411,1.9926096,0.008622919,0.004919229,0.011304216,0.06825127,0.053916525,0.011584495,0.009802103,0.12634079,0.07207528,14.651742,0.16562647,0.78997105,0.16973305,0.1436179,0.15993091,0.09123787,18.547188,0.20966144,1.2658691,0.21485983,0.18180147,0.74435,0.42463905,86.32227,0.9758057,5.891605,4.654197,0.84613985,0.8797009,0.5018544,102.01891,1.1532439,6.9629207,5.5005054,1.1818377
2006-03-02,1.1983496,0.6861043,139.16434,1.5658236,9.473553,7.460924,1.6047531,1.3562921,0.572541,116.13,1.30665,7.9055,6.226,1.339136,1.1318,1.7465998,202.83263,2.2821946,13.807745,10.87433,2.3389347,1.9768018,0.008611039,0.004930173,0.011251614,0.06807457,0.05361233,0.011531353,0.009745975,0.12649421,0.07242312,14.689773,0.16528367,0.78755295,0.16939296,0.14316615,0.16061677,0.091959685,18.652426,0.2098699,1.2697558,0.2150877,0.18178608,0.7467501,0.42754507,86.72009,0.9757411,5.903433,4.6492662,0.8451718,0.88354826,0.5058676,102.60646,1.1544883,6.984891,5.5009713,1.1831913
2006-03-03,1.2011507,0.68580294,139.97008,1.5632375,9.461764,7.4618483,1.6154264,1.3651078,0.570955,116.53,1.30145,7.87725,6.21225,1.344899,1.1365,1.7514516,204.09665,2.2794268,13.796622,10.880456,2.3555257,1.9905248,0.008581481,0.004899639,0.011168368,0.06759847,0.05331031,0.011541226,0.009752853,0.12694785,0.072481506,14.793233,0.16521628,0.7886318,0.17073205,0.14427623,0.16097227,0.09190792,18.758099,0.20949736,1.2680188,0.21649145,0.18294498,0.74355024,0.42453372,86.64591,0.96769345,5.8571315,4.61912,0.84504485,0.87989444,0.50238013,102.534096,1.1451386,6.9311485,5.4661245,1.1833692
2006-03-06,1.2009501,0.6858458,141.12965,1.5606347,9.451778,7.4598217,1.6182047,1.367582,0.571086,117.515,1.2995,7.87025,6.2116,1.347437,1.13875,1.7510498,205.77461,2.275489,13.781199,10.876821,2.3594294,1.9940078,0.008509552,0.004859686,0.011058163,0.06697231,0.05285793,0.011466086,0.009690252,0.12706076,0.07256262,14.931544,0.16511545,0.78925055,0.17120637,0.14469042,0.16098912,0.09193863,18.918636,0.20920536,1.2670246,0.2169227,0.18332635,0.7421497,0.4238313,87.21372,0.96442354,5.8409038,4.609937,0.84512293,0.8781559,0.5015025,103.19649,1.1411636,6.9113064,5.454753,1.1832597
